Education,Income,Recency,Wine,Fruits,Meat,Fish,Sweets,Gold,DealsPurchases,Web,Catalog,Store,WebVisits,Promo3,Promo4,Promo5,Promo1,Promo2,Complain,Z_CostContact,Z_Revenue,Promo6,Age,Age_Range,Customer_For,WebConversionRate,Total_Spent,Total_Purchases,Adults,Dependents,Household_size,Is_Parent,Offers_Accepted,cluster
PhD,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,38,Midlife,243.0,0.16666666666666666,39,4,2,1,3,1,0,3
Postgraduate,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,43,Midlife,219.0,1.3333333333333333,805,21,2,1,3,1,0,0
Postgraduate,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,58,Pre-retirement,258.0,0.6666666666666666,130,7,2,1,3,1,0,0
Postgraduate,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,42,Midlife,453.0,2.5,1631,23,2,0,2,0,3,1
Postgraduate,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,25,Early Adulthood,545.0,0.125,34,4,2,1,3,1,0,2
Postgraduate,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,62,Pre-retirement,397.0,0.3333333333333333,152,8,1,2,3,1,0,3
Basic,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,30,Early Adulthood,347.0,0.14285714285714285,21,4,1,1,2,1,0,2
PhD,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,47,Middle Age,454.0,0.5,71,5,2,3,5,1,0,0
Postgraduate,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,52,Middle Age,221.0,5.0,899,22,1,1,2,1,1,1
Postgraduate,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,67,Retirement Age,255.0,1.0,711,9,2,0,2,0,0,0
PhD,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,36,Midlife,879.0,0.75,351,12,2,1,3,1,0,2
Postgraduate,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,43,Midlife,227.0,0.0,8,0,1,0,1,0,0,2
Basic,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,22,Young Adults,758.0,0.3333333333333333,119,7,1,1,2,1,0,2
Postgraduate,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,46,Middle Age,635.0,0.0,21,3,2,2,4,1,0,3
PhD,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,41,Midlife,282.0,0.125,10,3,2,1,3,1,0,2
Postgraduate,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,39,Midlife,221.0,1.3333333333333333,973,24,2,1,3,1,1,0
PhD,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,49,Middle Age,491.0,1.3333333333333333,1536,12,2,0,2,0,3,1
Postgraduate,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,62,Pre-retirement,533.0,1.5,992,24,2,2,4,1,1,0
PhD,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,47,Middle Age,677.0,1.8333333333333333,1529,32,2,1,3,1,2,1
Postgraduate,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,42,Midlife,475.0,1.75,860,15,2,1,3,1,0,1
Postgraduate,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,51,Middle Age,439.0,1.3333333333333333,928,21,1,1,2,1,0,0
PhD,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,44,Midlife,884.0,1.0,418,14,2,2,4,1,1,0
2n Cycle,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,59,Pre-retirement,880.0,1.1666666666666667,587,14,2,1,3,1,1,0
Postgraduate,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,39,Midlife,233.0,2.0,641,17,2,1,3,1,0,1
Postgraduate,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,38,Midlife,287.0,0.16666666666666666,23,3,2,2,4,1,1,3
Postgraduate,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,45,Middle Age,502.0,2.0,2279,22,2,0,2,0,2,1
PhD,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,41,Midlife,226.0,0.2,49,4,1,2,3,1,1,3
PhD,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,31,Early Adulthood,588.0,3.0,1779,16,1,0,1,0,2,1
Postgraduate,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,32,Early Adulthood,391.0,2.3333333333333335,1804,26,2,0,2,0,2,1
Postgraduate,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,54,Middle Age,543.0,0.25,48,5,2,2,4,1,0,2
Postgraduate,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,62,Pre-retirement,300.0,0.2857142857142857,83,5,1,2,3,1,1,3
Postgraduate,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,39,Midlife,449.0,4.0,1862,17,1,0,1,0,4,1
PhD,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,51,Middle Age,828.0,1.125,793,19,2,2,4,1,1,0
Postgraduate,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,44,Midlife,691.0,0.2857142857142857,84,6,2,1,3,1,0,2
PhD,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,66,Retirement Age,498.0,0.6666666666666666,183,9,2,1,3,1,0,3
2n Cycle,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,56,Pre-retirement,193.0,3.0,1383,18,1,0,1,0,0,1
Postgraduate,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,70,Retirement Age,268.0,1.75,999,14,2,0,2,0,1,0
Postgraduate,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,51,Middle Age,708.0,1.6666666666666667,825,21,1,1,2,1,0,0
Postgraduate,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,42,Midlife,857.0,0.625,246,10,1,1,2,1,2,3
Postgraduate,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,48,Middle Age,652.0,1.125,610,17,2,2,4,1,0,0
Postgraduate,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,46,Middle Age,770.0,0.25,76,6,1,1,2,1,0,2
Postgraduate,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,43,Midlife,673.0,0.375,1286,18,2,1,3,1,1,0
Postgraduate,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,39,Midlife,380.0,0.16666666666666666,30,3,2,1,3,1,1,3
Postgraduate,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,50,Middle Age,729.0,0.42857142857142855,99,6,2,3,5,1,0,3
Postgraduate,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,36,Midlife,831.0,2.0,1192,22,1,0,1,0,1,1
Postgraduate,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,39,Midlife,397.0,1.0,362,13,2,1,3,1,0,3
Postgraduate,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,31,Early Adulthood,874.0,2.0,2130,18,2,0,2,0,2,1
2n Cycle,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,43,Midlife,865.0,1.2857142857142858,1229,26,1,0,1,0,3,0
PhD,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,57,Pre-retirement,832.0,0.1111111111111111,38,4,2,2,4,1,0,3
Postgraduate,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,63,Pre-retirement,528.0,0.875,485,15,2,0,2,0,0,3
Basic,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,63,Pre-retirement,786.0,0.5714285714285714,434,11,2,0,2,0,0,2
Postgraduate,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,44,Midlife,657.0,0.14285714285714285,44,4,1,1,2,1,0,3
PhD,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,42,Midlife,768.0,1.2857142857142858,496,16,2,1,3,1,2,0
2n Cycle,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,45,Middle Age,571.0,0.25,78,5,2,2,4,1,0,3
Postgraduate,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,42,Midlife,689.0,2.5,2346,22,2,0,2,0,4,1
Postgraduate,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,43,Midlife,731.0,1.1666666666666667,794,19,2,0,2,0,0,0
Postgraduate,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,58,Pre-retirement,482.0,0.14285714285714285,17,3,2,0,2,0,0,2
Postgraduate,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,43,Midlife,518.0,0.2222222222222222,26,4,1,1,2,1,0,2
2n Cycle,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,41,Midlife,288.0,0.4,76,6,2,1,3,1,0,3
PhD,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,37,Midlife,389.0,0.14285714285714285,15,3,1,2,3,1,0,3
PhD,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,51,Middle Age,263.0,0.25,62,5,1,2,3,1,0,3
Postgraduate,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,60,Pre-retirement,277.0,1.0,198,8,2,1,3,1,0,0
PhD,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,36,Midlife,432.0,0.2222222222222222,49,4,2,1,3,1,0,3
Postgraduate,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,48,Middle Age,555.0,1.4,802,20,2,1,3,1,1,0
Postgraduate,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,68,Retirement Age,315.0,4.0,1736,14,2,0,2,0,2,1
Postgraduate,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,36,Midlife,734.0,0.3333333333333333,57,6,1,2,3,1,0,2
Postgraduate,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,3,11,0,43,Midlife,575.0,1.0,59,2,2,1,3,1,0,4
Postgraduate,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,61,Pre-retirement,667.0,2.5,2302,18,2,0,2,0,4,1
2n Cycle,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,29,Early Adulthood,316.0,0.2857142857142857,37,5,2,0,2,0,0,2
Postgraduate,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,44,Midlife,674.0,0.5555555555555556,310,11,1,2,3,1,0,3
Postgraduate,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,35,Midlife,790.0,1.6666666666666667,1305,18,2,0,2,0,1,1
Postgraduate,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,48,Middle Age,551.0,1.4285714285714286,832,21,2,1,3,1,0,0
Postgraduate,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,38,Midlife,637.0,0.875,401,13,2,2,4,1,0,3
PhD,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,49,Middle Age,222.0,2.5,1501,22,2,0,2,0,2,1
Postgraduate,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,32,Early Adulthood,351.0,1.6666666666666667,1189,27,2,0,2,0,5,0
Postgraduate,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,42,Midlife,527.0,1.8333333333333333,1194,25,2,1,3,1,0,0
PhD,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,54,Middle Age,334.0,1.25,656,19,2,1,3,1,0,0
Postgraduate,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,58,Pre-retirement,768.0,1.75,1540,22,1,0,1,0,0,0
Postgraduate,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,49,Middle Age,492.0,0.8571428571428571,311,12,2,1,3,1,0,3
2n Cycle,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,59,Pre-retirement,420.0,2.0,820,21,2,1,3,1,0,1
2n Cycle,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,25,Early Adulthood,354.0,0.75,274,11,2,1,3,1,0,0
PhD,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,52,Middle Age,620.0,0.3333333333333333,57,6,1,2,3,1,0,2
Postgraduate,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,49,Middle Age,456.0,0.75,448,13,2,1,3,1,0,3
2n Cycle,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,41,Midlife,204.0,0.14285714285714285,44,4,2,2,4,1,0,3
Postgraduate,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,42,Midlife,520.0,0.42857142857142855,102,6,2,2,4,1,0,3
Postgraduate,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,30,Early Adulthood,333.0,0.25,61,4,2,1,3,1,0,3
Postgraduate,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,54,Middle Age,618.0,1.6666666666666667,1643,26,2,0,2,0,0,1
Postgraduate,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,56,Pre-retirement,573.0,1.0,397,12,2,1,3,1,0,3
Postgraduate,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,46,Middle Age,358.0,5.0,1121,24,2,1,3,1,1,1
Postgraduate,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,3,11,1,37,Midlife,849.0,0.7777777777777778,473,12,1,2,3,1,2,3
Basic,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,3,11,0,40,Midlife,277.0,0.375,50,6,2,1,3,1,0,2
Postgraduate,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,3,11,0,52,Middle Age,685.0,0.8571428571428571,1678,22,2,1,3,1,0,1
Postgraduate,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,3,11,0,32,Early Adulthood,257.0,0.42857142857142855,58,6,2,0,2,0,0,2
PhD,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,3,11,0,39,Midlife,462.0,0.6,170,8,2,1,3,1,0,3
Postgraduate,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,3,11,0,32,Early Adulthood,384.0,0.058823529411764705,373,2,1,0,1,0,0,2
PhD,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1,69,Retirement Age,409.0,2.0,1196,16,2,0,2,0,2,1
Postgraduate,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,35,Midlife,299.0,0.2857142857142857,101,6,2,1,3,1,0,2
Postgraduate,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,45,Middle Age,749.0,0.6666666666666666,316,12,2,2,4,1,1,3
Postgraduate,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,3,11,0,52,Middle Age,469.0,1.75,1400,18,2,1,3,1,2,1
Postgraduate,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,66,Retirement Age,520.0,4.0,1424,26,1,0,1,0,0,1
Postgraduate,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,1,36,Midlife,865.0,0.6666666666666666,844,19,2,1,3,1,4,1
Postgraduate,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0,39,Midlife,470.0,1.0,311,11,2,1,3,1,0,0
Postgraduate,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,32,Early Adulthood,602.0,2.0,1149,16,2,0,2,0,0,1
Postgraduate,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,3,11,0,31,Early Adulthood,255.0,0.5,129,7,2,0,2,0,0,3
Postgraduate,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,62,Pre-retirement,441.0,0.16666666666666666,32,4,1,1,2,1,0,3
Postgraduate,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,32,Early Adulthood,875.0,0.7777777777777778,299,11,1,1,2,1,1,3
Postgraduate,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,3,11,0,52,Middle Age,216.0,0.8333333333333334,320,12,2,1,3,1,1,3
Postgraduate,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,3,11,0,37,Midlife,770.0,1.0,441,13,2,1,3,1,0,3
Postgraduate,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,1,65,Retirement Age,821.0,0.375,1178,17,2,2,4,1,2,0
Postgraduate,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,24,Young Adults,683.0,0.16666666666666666,85,5,2,0,2,0,0,2
Basic,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,32,Early Adulthood,651.0,0.1111111111111111,24,3,1,1,2,1,0,2
Postgraduate,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,39,Midlife,679.0,0.3333333333333333,112,6,1,1,2,1,0,3
2n Cycle,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,3,11,0,55,Pre-retirement,689.0,0.16666666666666666,30,4,2,1,3,1,0,2
PhD,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,31,Early Adulthood,559.0,1.0,410,14,2,0,2,0,0,3
Postgraduate,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,3,11,0,38,Midlife,487.0,1.6666666666666667,800,21,2,1,3,1,1,0
PhD,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,52,Middle Age,607.0,4.0,1313,19,1,0,1,0,1,1
PhD,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,3,11,0,58,Pre-retirement,641.0,2.0,1483,22,2,0,2,0,0,1
Postgraduate,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1,21,Young Adults,436.0,3.0,1258,16,1,0,1,0,1,1
Postgraduate,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,27,Early Adulthood,783.0,0.0,28,3,2,1,3,1,0,2
Postgraduate,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,0,49,Middle Age,338.0,1.0,227,10,2,1,3,1,0,0
Postgraduate,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,32,Early Adulthood,782.0,1.5,1555,19,2,0,2,0,2,1
Postgraduate,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,3,11,0,52,Middle Age,654.0,1.6,861,21,1,1,2,1,0,0
Postgraduate,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,3,11,0,36,Midlife,618.0,0.375,103,6,2,1,3,1,1,3
PhD,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,3,11,0,68,Retirement Age,247.0,1.5,634,18,1,0,1,0,0,0
Postgraduate,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,3,11,0,51,Middle Age,367.0,2.5,1918,18,1,0,1,0,0,1
Postgraduate,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,43,Midlife,453.0,0.3333333333333333,131,7,1,2,3,1,0,3
Postgraduate,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,3,11,0,46,Middle Age,826.0,1.1428571428571428,586,16,2,2,4,1,0,0
Basic,17256.0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,3,11,0,22,Young Adults,403.0,0.25,62,5,2,1,3,1,1,2
Postgraduate,53034.0,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,3,11,0,40,Midlife,580.0,0.75,447,14,1,2,3,1,0,0
2n Cycle,52203.0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,3,11,0,64,Pre-retirement,883.0,1.3333333333333333,939,26,2,0,2,0,0,0
2n Cycle,59601.0,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,3,11,0,37,Midlife,524.0,0.25,797,11,1,1,2,1,1,0
Postgraduate,75154.0,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,3,11,1,56,Pre-retirement,848.0,2.0,1143,15,1,1,2,1,1,1
Postgraduate,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,3,11,0,38,Midlife,419.0,1.0,415,14,1,1,2,1,0,3
Postgraduate,37971.0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0,41,Midlife,401.0,0.125,30,4,2,1,3,1,0,3
Postgraduate,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,46,Middle Age,370.0,0.5714285714285714,187,9,1,1,2,1,0,3
Postgraduate,67267.0,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,3,11,0,56,Pre-retirement,232.0,1.5,251,10,2,1,3,1,0,0
Postgraduate,57338.0,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,3,11,0,39,Midlife,246.0,0.8,237,10,1,1,2,1,0,0
2n Cycle,50523.0,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,3,11,0,54,Middle Age,371.0,0.3333333333333333,91,6,2,2,4,1,0,3
Postgraduate,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,49,Middle Age,604.0,0.125,35,4,1,3,4,1,0,3
PhD,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,0,54,Middle Age,818.0,0.6666666666666666,493,16,1,1,2,1,1,0
PhD,56242.0,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,3,11,0,45,Middle Age,668.0,1.3333333333333333,971,23,2,1,3,1,0,0
Postgraduate,48904.0,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,3,11,0,54,Middle Age,759.0,0.875,371,13,1,1,2,1,0,3
Postgraduate,56243.0,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,3,11,0,39,Midlife,366.0,0.8,396,14,1,3,4,1,0,0
Postgraduate,21355.0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,3,11,1,29,Early Adulthood,498.0,0.3333333333333333,68,5,2,1,3,1,2,2
Postgraduate,57420.0,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,3,11,0,43,Midlife,554.0,0.7142857142857143,322,12,2,1,3,1,1,0
Postgraduate,46390.0,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,3,11,0,59,Pre-retirement,240.0,0.5714285714285714,222,9,1,1,2,1,0,3
2n Cycle,54342.0,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,3,11,0,58,Pre-retirement,546.0,0.5,177,8,2,2,4,1,0,0
Postgraduate,20895.0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,3,11,0,41,Midlife,816.0,0.2222222222222222,45,5,2,1,3,1,0,2
Postgraduate,92344.0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,3,11,0,66,Retirement Age,350.0,5.0,1899,20,2,0,2,0,2,1
2n Cycle,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,38,Midlife,498.0,0.14285714285714285,22,4,2,2,4,1,0,2
Postgraduate,44964.0,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,Early Adulthood,745.0,0.125,41,4,2,2,4,1,0,3
Postgraduate,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,35,Midlife,243.0,2.6666666666666665,1440,20,2,0,2,0,0,1
Postgraduate,53761.0,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,3,11,0,42,Midlife,446.0,0.8,325,11,2,2,4,1,0,0
Postgraduate,22682.0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,3,11,0,41,Midlife,454.0,0.5,95,7,2,1,3,1,0,2
PhD,38887.0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,Midlife,304.0,0.14285714285714285,42,4,2,1,3,1,0,3
2n Cycle,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,3,11,0,39,Midlife,782.0,0.25,72,4,1,2,3,1,0,3
